# loss=eq26 uniform_same_level eps=1e-12; h1_rel_val_median=median over FULL val set vs analytic u*_c (h1_rel, host)
level_N,iteration,train_loss,val_eta2,h1_rel_val_median
64,1,3.396965e-01,3.897502e-01,3.817666e-02
64,2,3.354750e-01,3.660209e-01,3.612393e-02
64,3,3.331435e-01,3.592290e-01,3.497837e-02
64,4,3.209372e-01,3.604342e-01,3.505442e-02
64,5,3.233022e-01,3.539689e-01,3.403385e-02
64,6,3.154924e-01,3.499550e-01,3.294029e-02
64,7,3.054552e-01,3.436502e-01,3.205637e-02
64,8,3.021163e-01,3.374048e-01,3.105721e-02
64,9,3.062468e-01,3.316442e-01,3.215186e-02
64,10,2.997292e-01,3.317591e-01,3.124026e-02
64,11,2.879927e-01,3.280768e-01,2.933723e-02
64,12,2.850510e-01,3.291879e-01,3.012218e-02
64,13,2.769069e-01,3.409377e-01,2.937747e-02
64,14,2.716202e-01,3.650197e-01,2.967192e-02
64,15,2.646208e-01,3.856573e-01,2.960617e-02
64,16,2.560898e-01,4.035715e-01,2.909166e-02
64,17,2.459175e-01,4.391446e-01,2.902648e-02
64,18,2.360539e-01,4.843174e-01,3.032114e-02
64,19,2.236310e-01,5.261932e-01,2.973764e-02
64,20,2.226384e-01,4.744383e-01,2.504664e-02
64,21,2.315693e-01,4.769614e-01,2.516005e-02
64,22,2.423664e-01,5.202247e-01,2.721149e-02
64,23,2.119773e-01,6.366990e-01,3.122615e-02
64,24,2.142711e-01,7.827348e-01,4.125548e-02
64,25,2.159968e-01,7.797827e-01,3.860442e-02
64,26,2.094294e-01,7.404432e-01,3.436919e-02
64,27,2.053734e-01,6.891223e-01,2.862711e-02
64,28,2.256761e-01,6.819266e-01,2.434485e-02
64,29,2.263246e-01,7.007842e-01,2.520149e-02
64,30,2.165138e-01,7.603263e-01,2.764527e-02
64,31,2.025761e-01,8.418547e-01,3.441253e-02
64,32,2.012045e-01,8.755668e-01,3.553840e-02
64,33,2.075094e-01,8.662107e-01,3.512910e-02
64,34,2.041886e-01,8.324669e-01,3.314672e-02
64,35,1.994073e-01,7.916835e-01,3.184678e-02
64,36,1.978652e-01,7.582215e-01,3.166138e-02
64,37,1.917478e-01,7.566271e-01,2.992883e-02
64,38,1.905924e-01,8.029843e-01,3.331528e-02
64,39,1.893359e-01,8.597101e-01,3.438294e-02
64,40,1.936642e-01,8.266308e-01,3.358086e-02
64,41,1.833931e-01,7.197286e-01,2.784406e-02
64,42,1.943252e-01,6.876906e-01,2.855075e-02
64,43,1.956244e-01,6.881762e-01,2.839797e-02
64,44,1.854988e-01,6.880148e-01,2.826826e-02
64,45,1.841092e-01,7.130696e-01,3.401874e-02
64,46,1.903704e-01,6.571119e-01,2.799815e-02
64,47,1.822173e-01,6.007805e-01,2.506937e-02
64,48,1.857589e-01,5.857294e-01,2.346873e-02
64,49,1.869750e-01,5.857442e-01,2.358382e-02
64,50,1.814944e-01,5.974742e-01,2.830710e-02
64,51,1.856085e-01,5.812505e-01,2.824119e-02
64,52,1.733470e-01,6.100120e-01,2.753001e-02
64,53,1.839458e-01,6.636969e-01,3.536006e-02
64,54,1.917796e-01,5.560597e-01,2.765491e-02
64,55,1.765354e-01,4.995212e-01,2.353402e-02
64,56,1.910660e-01,5.025066e-01,2.328592e-02
64,57,1.825337e-01,5.332880e-01,2.717802e-02
64,58,1.742606e-01,5.870785e-01,3.426458e-02
64,59,2.034448e-01,5.915084e-01,3.375479e-02
64,60,1.971815e-01,5.423457e-01,2.522931e-02
64,61,6.541035e-01,4.450478e-01,2.502102e-02
64,62,3.949973e-01,2.978023e-01,2.609250e-02
64,63,3.088505e-01,3.332246e-01,3.062514e-02
64,64,3.273095e-01,3.147544e-01,2.955073e-02
64,65,3.144578e-01,3.068616e-01,2.796014e-02
64,66,2.947808e-01,2.872255e-01,2.572633e-02
64,67,2.890446e-01,2.879511e-01,2.604027e-02
64,68,2.816197e-01,2.921391e-01,2.626090e-02
64,69,2.790816e-01,2.817289e-01,2.427142e-02
64,70,2.683384e-01,2.565579e-01,2.338416e-02
64,71,2.541461e-01,2.588262e-01,2.439143e-02
64,72,2.671366e-01,2.664571e-01,2.180104e-02
64,73,2.570036e-01,2.655690e-01,2.625051e-02
64,74,2.681065e-01,2.781051e-01,2.290491e-02
64,75,2.612723e-01,2.463958e-01,2.205997e-02
64,76,2.403602e-01,2.417760e-01,2.017159e-02
64,77,2.494486e-01,2.406404e-01,2.126399e-02
64,78,2.434016e-01,2.433711e-01,2.164852e-02
64,79,2.405888e-01,2.322968e-01,2.062498e-02
64,80,2.406766e-01,2.373956e-01,2.074311e-02
64,81,2.442873e-01,2.373737e-01,2.036885e-02
64,82,2.332788e-01,2.325275e-01,2.048611e-02
64,83,2.426393e-01,2.285113e-01,2.013218e-02
64,84,2.265619e-01,2.401187e-01,2.138382e-02
64,85,2.375551e-01,2.361144e-01,2.048252e-02
64,86,2.401350e-01,2.390886e-01,2.059411e-02
64,87,2.431353e-01,2.325061e-01,2.016589e-02
64,88,2.449870e-01,2.299583e-01,1.971958e-02
64,89,2.346995e-01,2.367240e-01,2.055378e-02
64,90,2.388186e-01,2.423509e-01,2.159949e-02
64,91,2.363825e-01,2.338809e-01,2.056120e-02
64,92,2.381505e-01,2.247834e-01,1.958183e-02
64,93,2.431680e-01,2.264032e-01,2.063926e-02
64,94,2.345677e-01,2.465337e-01,2.244956e-02
64,95,2.450035e-01,2.488388e-01,2.120070e-02
64,96,2.415967e-01,2.452806e-01,2.183591e-02
64,97,2.383046e-01,2.442469e-01,2.088057e-02
64,98,2.454396e-01,2.328880e-01,2.039784e-02
64,99,2.344398e-01,2.269063e-01,1.986823e-02
64,100,2.352349e-01,2.276707e-01,2.060137e-02
64,101,2.341308e-01,2.287244e-01,1.980596e-02
64,102,2.342896e-01,2.248037e-01,1.968622e-02
64,103,2.293364e-01,2.304434e-01,1.989819e-02
64,104,2.309131e-01,2.268686e-01,1.979760e-02
64,105,2.385349e-01,2.228040e-01,1.971394e-02
64,106,2.287371e-01,2.254075e-01,2.032801e-02
64,107,2.216452e-01,2.279954e-01,2.011418e-02
64,108,2.266593e-01,2.231671e-01,2.042538e-02
64,109,2.310495e-01,2.293153e-01,2.050456e-02
64,110,2.237681e-01,2.290727e-01,2.068362e-02
64,111,2.312583e-01,2.244979e-01,1.964899e-02
64,112,2.234984e-01,2.221222e-01,2.010584e-02
64,113,2.274904e-01,2.335797e-01,2.039857e-02
64,114,2.384792e-01,2.246976e-01,2.045545e-02
64,115,2.262758e-01,2.363878e-01,2.065828e-02
