# loss=eq26 uniform_same_level eps=1e-12; h1_rel_val_median=median over FULL val set vs analytic u*_c (h1_rel, host)
level_N,iteration,train_loss,val_eta2,h1_rel_val_median
64,1,5.272552e-01,3.568933e-01,4.840341e-03
64,2,3.465565e-01,4.229986e-01,5.549370e-03
64,3,3.743320e-01,5.531858e-01,6.183828e-03
64,4,4.183366e-01,4.774596e-01,5.586878e-03
64,5,3.620114e-01,3.729263e-01,5.094119e-03
64,6,3.081759e-01,3.179008e-01,4.430028e-03
64,7,2.823371e-01,2.948685e-01,4.166110e-03
64,8,2.768150e-01,2.858556e-01,3.948871e-03
64,9,2.833345e-01,2.846405e-01,3.980948e-03
64,10,2.880729e-01,2.811745e-01,3.907911e-03
64,11,2.825192e-01,2.716509e-01,3.921607e-03
64,12,2.629322e-01,2.659156e-01,3.859338e-03
64,13,2.491295e-01,2.690052e-01,3.910602e-03
64,14,2.408810e-01,2.722194e-01,4.104087e-03
64,15,2.382891e-01,2.711948e-01,3.963117e-03
64,16,2.332304e-01,2.595101e-01,3.850477e-03
64,17,2.273129e-01,2.469202e-01,3.749017e-03
64,18,2.214070e-01,2.382653e-01,3.660834e-03
64,19,2.174581e-01,2.347248e-01,3.573148e-03
64,20,2.141747e-01,2.359771e-01,3.454558e-03
64,21,2.082700e-01,2.321413e-01,3.577548e-03
64,22,1.993136e-01,2.336036e-01,3.471111e-03
64,23,1.954948e-01,2.345227e-01,3.529283e-03
64,24,1.882102e-01,2.321457e-01,3.570462e-03
64,25,1.859278e-01,2.282348e-01,3.470052e-03
64,26,1.810786e-01,2.239267e-01,3.420476e-03
64,27,1.789311e-01,2.232499e-01,3.364302e-03
64,28,1.770568e-01,2.208048e-01,3.323321e-03
64,29,1.762537e-01,2.240662e-01,3.335218e-03
64,30,1.702694e-01,2.265612e-01,3.332536e-03
64,31,1.678884e-01,2.369340e-01,3.503283e-03
64,32,1.648908e-01,2.360386e-01,3.463360e-03
64,33,1.601357e-01,2.229724e-01,3.152099e-03
64,34,1.560088e-01,2.267675e-01,3.242362e-03
64,35,1.635800e-01,2.248774e-01,3.218799e-03
64,36,1.588766e-01,2.165098e-01,3.066069e-03
64,37,1.485648e-01,2.233016e-01,3.221770e-03
64,38,1.501443e-01,2.107873e-01,3.115801e-03
64,39,1.458130e-01,2.040639e-01,3.080738e-03
64,40,1.467082e-01,2.070828e-01,3.015054e-03
64,41,1.579706e-01,2.047523e-01,2.965899e-03
64,42,1.571291e-01,1.955155e-01,2.984173e-03
64,43,1.488920e-01,1.904615e-01,3.014304e-03
64,44,1.426701e-01,1.925972e-01,3.062744e-03
64,45,1.418069e-01,1.870492e-01,2.854603e-03
64,46,1.407054e-01,1.897562e-01,2.848940e-03
